Type,Days for shipment (scheduled),Benefit per order,Sales per customer,Late_delivery_risk,Category Name,Customer City,Customer Country,Customer Segment,Customer State,Department Name,Market,Order City,Order Country,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode,Shipping Pressure Index,Mode Risk Flag,Order Complexity Score,Regional Congestion
TRANSFER,2,39.16,107.89,1,Men's Footwear,Pico Rivera,EE. UU.,Corporate,CA,Apparel,LATAM,Cuscatancingo,El Salvador,22.1,0.17,129.99,0.36,1,129.99,107.89,39.16,Central America,San Salvador,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,0.5,0,152.0883,0.5475459581525
DEBIT,4,10.58,167.99,0,Water Sports,Pico Rivera,EE. UU.,Corporate,CA,Fan Shop,Pacific Asia,Kuala Lumpur,Malasia,32.0,0.16,199.99,0.06,1,199.99,167.99,10.58,Southeast Asia,Kuala Lumpur,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Standard Class,0.25,1,231.9884,0.5552992976202956
TRANSFER,4,-24.55,47.48,0,Indoor/Outdoor Games,Pico Rivera,EE. UU.,Corporate,CA,Fan Shop,Europe,Oosterhout,Países Bajos,2.5,0.05,49.98,-0.52,1,49.98,47.48,-24.55,Western Europe,Brabante Septentrional,PENDING,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,0.25,1,52.479,0.5584861116234461
CASH,4,-161.2,219.91,0,Indoor/Outdoor Games,Pico Rivera,EE. UU.,Corporate,CA,Fan Shop,Pacific Asia,Seúl,Corea del Sur,29.99,0.12,49.98,-0.73,5,249.9,219.91,-161.2,Eastern Asia,Seúl,CLOSED,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,1.25,1,279.888,0.5432692307692307
DEBIT,4,142.29,391.98,0,Fishing,Pico Rivera,EE. UU.,Corporate,CA,Fan Shop,Pacific Asia,Kuala Lumpur,Malasia,8.0,0.02,399.98,0.36,1,399.98,391.98,142.29,Southeast Asia,Kuala Lumpur,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,0.25,1,407.9796,0.5552992976202956
DEBIT,2,-11.76,58.79,0,Cleats,Fontana,EE. UU.,Corporate,CA,Apparel,Pacific Asia,Konya,Turquía,1.2,0.02,59.99,-0.2,1,59.99,58.79,-11.76,West Asia,Konya,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Second Class,0.5,0,61.189800000000005,0.5528374105508405
DEBIT,2,62.42,127.39,0,Men's Footwear,Fontana,EE. UU.,Corporate,CA,Apparel,Pacific Asia,Konya,Turquía,2.6,0.02,129.99,0.49,1,129.99,127.39,62.42,West Asia,Konya,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,0.5,0,132.58980000000005,0.5528374105508405
DEBIT,2,18.8,40.0,0,Women's Apparel,Fontana,EE. UU.,Corporate,CA,Golf,Pacific Asia,Konya,Turquía,10.0,0.2,50.0,0.47,1,50.0,40.0,18.8,West Asia,Konya,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class,0.5,0,60.0,0.5528374105508405
CASH,2,9.46,36.39,0,Shop By Sport,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Soacha,Colombia,3.6,0.09,39.99,0.26,1,39.99,36.39,9.46,South America,Cundinamarca,CLOSED,Under Armour Girls' Toddler Spine Surge Runni,39.99,Second Class,0.5,0,43.5891,0.5430867090726481
DEBIT,0,25.77,97.99,1,Cardio Equipment,Caguas,Puerto Rico,Corporate,PR,Footwear,Europe,Rotterdam,Países Bajos,2.0,0.02,99.99,0.26,1,99.99,97.99,25.77,Western Europe,Holanda Meridional,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,Same Day,1.0,0,101.9898,0.5584861116234461
DEBIT,0,35.62,284.98,1,Camping & Hiking,Caguas,Puerto Rico,Corporate,PR,Fan Shop,Europe,Rotterdam,Países Bajos,15.0,0.05,299.98,0.13,1,299.98,284.98,35.62,Western Europe,Holanda Meridional,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,Same Day,1.0,0,314.97900000000004,0.5584861116234461
DEBIT,0,42.72,136.5,1,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,Europe,Rotterdam,Países Bajos,13.5,0.09,50.0,0.31,3,150.0,136.5,42.72,Western Europe,Holanda Meridional,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Same Day,3.0,0,163.5,0.5584861116234461
DEBIT,4,6.44,109.19,1,Men's Footwear,Caguas,Puerto Rico,Corporate,PR,Apparel,Europe,Rybinsk,Rusia,20.8,0.16,129.99,0.06,1,129.99,109.19,6.44,Eastern Europe,Yaroslavl,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,0.25,1,150.7884,0.5566326530612244
DEBIT,0,-12.8,159.99,1,Water Sports,Caguas,Puerto Rico,Corporate,PR,Fan Shop,Europe,Rotterdam,Países Bajos,40.0,0.2,199.99,-0.08,1,199.99,159.99,-12.8,Western Europe,Holanda Meridional,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Same Day,1.0,0,239.988,0.5584861116234461
DEBIT,4,49.0,98.0,1,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,Europe,Rybinsk,Rusia,2.0,0.02,50.0,0.5,2,100.0,98.0,49.0,Eastern Europe,Yaroslavl,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,0.5,1,102.0,0.5566326530612244
DEBIT,0,16.97,48.48,1,Indoor/Outdoor Games,Caguas,Puerto Rico,Corporate,PR,Fan Shop,Europe,Rotterdam,Países Bajos,1.5,0.03,49.98,0.35,1,49.98,48.48,16.97,Western Europe,Holanda Meridional,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Same Day,1.0,0,51.4794,0.5584861116234461
PAYMENT,4,21.6,45.0,0,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,Europe,Martigues,Francia,5.0,0.1,50.0,0.48,1,50.0,45.0,21.6,Western Europe,Provenza-Alpes-Costa Azul,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,0.25,1,55.00000000000001,0.5584861116234461
PAYMENT,4,88.82,188.98,0,Cardio Equipment,Caguas,Puerto Rico,Corporate,PR,Footwear,Europe,Martigues,Francia,11.0,0.06,99.99,0.47,2,199.98,188.98,88.82,Western Europe,Provenza-Alpes-Costa Azul,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,0.5,1,211.9788,0.5584861116234461
PAYMENT,4,118.83,242.5,0,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,Europe,Martigues,Francia,7.5,0.03,50.0,0.49,5,250.0,242.5,118.83,Western Europe,Provenza-Alpes-Costa Azul,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,1.25,1,257.5,0.5584861116234461
TRANSFER,4,46.04,97.96,0,Indoor/Outdoor Games,Caguas,Puerto Rico,Corporate,PR,Fan Shop,Africa,Pretoria,SudAfrica,2.0,0.02,49.98,0.47,2,99.96,97.96,46.04,Southern Africa,Gauteng,SUSPECTED_FRAUD,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,0.5,1,101.9592,0.533275713050994
DEBIT,4,11.6,39.98,0,Indoor/Outdoor Games,Caguas,Puerto Rico,Corporate,PR,Fan Shop,USCA,Rochester,Estados Unidos,10.0,0.2,49.98,0.29,1,49.98,39.98,11.6,East of USA,Nueva York,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,0.25,1,59.97599999999999,0.5566160520607375
PAYMENT,4,74.88,191.99,0,Water Sports,Caguas,Puerto Rico,Corporate,PR,Fan Shop,Europe,Martigues,Francia,8.0,0.04,199.99,0.39,1,199.99,191.99,74.88,Western Europe,Provenza-Alpes-Costa Azul,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Standard Class,0.25,1,207.9896,0.5584861116234461
PAYMENT,4,93.1,189.99,0,Water Sports,Caguas,Puerto Rico,Corporate,PR,Fan Shop,Europe,Martigues,Francia,10.0,0.05,199.99,0.49,1,199.99,189.99,93.1,Western Europe,Provenza-Alpes-Costa Azul,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Standard Class,0.25,1,209.9895,0.5584861116234461
DEBIT,4,5.69,45.48,1,Indoor/Outdoor Games,Caguas,Puerto Rico,Corporate,PR,Fan Shop,Europe,Rybinsk,Rusia,4.5,0.09,49.98,0.13,1,49.98,45.48,5.69,Eastern Europe,Yaroslavl,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,0.25,1,54.4782,0.5566326530612244
TRANSFER,4,75.16,156.57,0,Cleats,Caguas,Puerto Rico,Corporate,PR,Apparel,Africa,Pretoria,SudAfrica,23.4,0.13,59.99,0.48,3,179.97,156.57,75.16,Southern Africa,Gauteng,SUSPECTED_FRAUD,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,0.75,1,203.3661,0.533275713050994
DEBIT,4,2.13,24.5,1,Hockey,Taylor,EE. UU.,Consumer,MI,Fitness,LATAM,Sorocaba,Brasil,0.5,0.02,25.0,0.09,1,25.0,24.5,2.13,South America,São Paulo,COMPLETE,Nike Women's Legend V-Neck T-Shirt,25.0,Standard Class,0.25,1,25.5,0.5430867090726481
CASH,4,82.21,283.48,0,Camping & Hiking,Taylor,EE. UU.,Consumer,MI,Fan Shop,LATAM,Mérida,México,16.5,0.06,299.98,0.29,1,299.98,283.48,82.21,Central America,Yucatán,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,0.25,1,317.97880000000004,0.5475459581525
CASH,4,73.37,278.98,0,Camping & Hiking,Taylor,EE. UU.,Consumer,MI,Fan Shop,LATAM,Mérida,México,21.0,0.07,299.98,0.26,1,299.98,278.98,73.37,Central America,Yucatán,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,0.25,1,320.97860000000003,0.5475459581525
CASH,4,54.6,272.98,0,Camping & Hiking,Taylor,EE. UU.,Consumer,MI,Fan Shop,LATAM,Mérida,México,27.0,0.09,299.98,0.2,1,299.98,272.98,54.6,Central America,Yucatán,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,0.25,1,326.9782000000001,0.5475459581525
CASH,4,-195.57,254.98,0,Camping & Hiking,Taylor,EE. UU.,Consumer,MI,Fan Shop,Pacific Asia,Porirua,Nueva Zelanda,45.0,0.15,299.98,-0.77,1,299.98,254.98,-195.57,Oceania,Wellington,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,0.25,1,344.977,0.5402049664958612
CASH,4,32.0,116.37,0,Shop By Sport,Taylor,EE. UU.,Consumer,MI,Golf,Pacific Asia,Porirua,Nueva Zelanda,3.6,0.03,39.99,0.28,3,119.97,116.37,32.0,Oceania,Wellington,CLOSED,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,0.75,1,123.5691,0.5402049664958612
CASH,4,33.0,120.0,0,Women's Apparel,Taylor,EE. UU.,Consumer,MI,Golf,Pacific Asia,Porirua,Nueva Zelanda,30.0,0.2,50.0,0.28,3,150.0,120.0,33.0,Oceania,Wellington,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,0.75,1,180.0,0.5402049664958612
CASH,4,25.29,155.16,0,Shop By Sport,Taylor,EE. UU.,Consumer,MI,Golf,LATAM,Mérida,México,4.8,0.03,39.99,0.16,4,159.96,155.16,25.29,Central America,Yucatán,CLOSED,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,1.0,1,164.7588,0.5475459581525
DEBIT,4,-13.49,269.75,1,Golf Shoes,Taylor,EE. UU.,Consumer,MI,Outdoors,LATAM,Sorocaba,Brasil,55.25,0.17,65.0,-0.05,5,325.0,269.75,-13.49,South America,São Paulo,COMPLETE,LIJA Women's Eyelet Sleeveless Golf Polo,65.0,Standard Class,1.25,1,380.25,0.5430867090726481
DEBIT,4,92.62,284.98,0,Camping & Hiking,Taylor,EE. UU.,Consumer,MI,Fan Shop,Europe,Milan,Italia,15.0,0.05,299.98,0.33,1,299.98,284.98,92.62,Southern Europe,Lombardía,ON_HOLD,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,0.25,1,314.97900000000004,0.5438447672569187
DEBIT,4,9.36,124.79,1,Men's Footwear,Taylor,EE. UU.,Consumer,MI,Apparel,LATAM,Sorocaba,Brasil,5.2,0.04,129.99,0.08,1,129.99,124.79,9.36,South America,São Paulo,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,0.25,1,135.1896,0.5430867090726481
DEBIT,4,-7.76,387.98,1,Fishing,Taylor,EE. UU.,Consumer,MI,Fan Shop,LATAM,Potosí,Bolivia,12.0,0.03,399.98,-0.02,1,399.98,387.98,-7.76,South America,Potosí,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,0.25,1,411.97940000000006,0.5430867090726481
DEBIT,4,33.93,260.98,1,Camping & Hiking,Taylor,EE. UU.,Consumer,MI,Fan Shop,LATAM,Potosí,Bolivia,39.0,0.13,299.98,0.13,1,299.98,260.98,33.93,South America,Potosí,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,0.25,1,338.9774,0.5430867090726481
DEBIT,4,35.64,197.98,0,Cardio Equipment,Taylor,EE. UU.,Consumer,MI,Footwear,Europe,Milan,Italia,2.0,0.01,99.99,0.18,2,199.98,197.98,35.64,Southern Europe,Lombardía,ON_HOLD,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,0.5,1,201.9798,0.5438447672569187
CASH,4,56.23,149.94,0,Indoor/Outdoor Games,Taylor,EE. UU.,Consumer,MI,Fan Shop,LATAM,Mérida,México,0.0,0.0,49.98,0.38,3,149.94,149.94,56.23,Central America,Yucatán,CLOSED,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,0.75,1,149.94,0.5475459581525
DEBIT,4,110.17,351.98,1,Fishing,Taylor,EE. UU.,Consumer,MI,Fan Shop,LATAM,Sorocaba,Brasil,48.0,0.12,399.98,0.31,1,399.98,351.98,110.17,South America,São Paulo,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,0.25,1,447.97760000000005,0.5430867090726481
DEBIT,4,117.62,347.98,1,Fishing,Taylor,EE. UU.,Consumer,MI,Fan Shop,LATAM,Sorocaba,Brasil,52.0,0.13,399.98,0.34,1,399.98,347.98,117.62,South America,São Paulo,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,0.25,1,451.9774,0.5430867090726481
CASH,4,62.42,127.39,0,Men's Footwear,Martinez,EE. UU.,Consumer,CA,Apparel,LATAM,San Salvador,El Salvador,2.6,0.02,129.99,0.49,1,129.99,127.39,62.42,Central America,San Salvador,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,0.25,1,132.58980000000005,0.5475459581525
CASH,4,58.0,126.09,0,Men's Footwear,Martinez,EE. UU.,Consumer,CA,Apparel,LATAM,San Salvador,El Salvador,3.9,0.03,129.99,0.46,1,129.99,126.09,58.0,Central America,San Salvador,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,0.25,1,133.8897,0.5475459581525
CASH,4,-60.68,254.97,0,Cardio Equipment,Martinez,EE. UU.,Consumer,CA,Footwear,LATAM,San Salvador,El Salvador,45.0,0.15,99.99,-0.24,3,299.97,254.97,-60.68,Central America,San Salvador,CLOSED,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,0.75,1,344.9655,0.5475459581525
CASH,4,30.88,118.77,0,Shop By Sport,Martinez,EE. UU.,Consumer,CA,Golf,LATAM,San Salvador,El Salvador,1.2,0.01,39.99,0.26,3,119.97,118.77,30.88,Central America,San Salvador,CLOSED,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,0.75,1,121.1697,0.5475459581525
CASH,4,155.18,387.96,0,Cardio Equipment,Martinez,EE. UU.,Consumer,CA,Footwear,LATAM,San Salvador,El Salvador,12.0,0.03,99.99,0.4,4,399.96,387.96,155.18,Central America,San Salvador,CLOSED,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,1.0,1,411.9588,0.5475459581525
DEBIT,1,58.04,123.49,1,Men's Footwear,Martinez,EE. UU.,Consumer,CA,Apparel,Pacific Asia,Nom Pen,Camboya,6.5,0.05,129.99,0.47,1,129.99,123.49,58.04,Southeast Asia,Nom Pen,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class,1.0,0,136.48950000000002,0.5552992976202956
DEBIT,1,38.44,118.29,1,Men's Footwear,Martinez,EE. UU.,Consumer,CA,Apparel,Pacific Asia,Kawagoe,Japón,11.7,0.09,129.99,0.33,1,129.99,118.29,38.44,Eastern Asia,Saitama,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class,1.0,0,141.68910000000002,0.5432692307692307
DEBIT,1,28.66,454.95,1,Cardio Equipment,Martinez,EE. UU.,Consumer,CA,Footwear,Pacific Asia,Nom Pen,Camboya,45.0,0.09,99.99,0.06,5,499.95,454.95,28.66,Southeast Asia,Nom Pen,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,First Class,5.0,0,544.9455,0.5552992976202956
DEBIT,2,54.28,113.09,1,Men's Footwear,Martinez,EE. UU.,Consumer,CA,Apparel,LATAM,Chimaltenango,Guatemala,16.9,0.13,129.99,0.48,1,129.99,113.09,54.28,Central America,Chimaltenango,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,0.5,0,146.8887,0.5475459581525
DEBIT,2,102.05,283.48,0,Camping & Hiking,Martinez,EE. UU.,Consumer,CA,Fan Shop,Pacific Asia,Izmir,Turquía,16.5,0.06,299.98,0.36,1,299.98,283.48,102.05,West Asia,Izmir,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class,0.5,0,317.97880000000004,0.5528374105508405
TRANSFER,4,-42.71,377.98,0,Fishing,Martinez,EE. UU.,Consumer,CA,Fan Shop,Europe,London,Reino Unido,22.0,0.06,399.98,-0.11,1,399.98,377.98,-42.71,Northern Europe,Inglaterra,CANCELED,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,0.25,1,423.9788,0.5404411764705882
DEBIT,1,41.3,131.95,1,Indoor/Outdoor Games,Martinez,EE. UU.,Consumer,CA,Fan Shop,Pacific Asia,Kawagoe,Japón,17.99,0.12,49.98,0.31,3,149.94,131.95,41.3,Eastern Asia,Saitama,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,First Class,3.0,0,167.9328,0.5432692307692307
TRANSFER,4,-69.8,91.0,0,Women's Apparel,Martinez,EE. UU.,Consumer,CA,Golf,Europe,London,Reino Unido,9.0,0.09,50.0,-0.77,2,100.0,91.0,-69.8,Northern Europe,Inglaterra,CANCELED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,0.5,1,109.0,0.5404411764705882
TRANSFER,4,-142.6,185.93,0,Indoor/Outdoor Games,Martinez,EE. UU.,Consumer,CA,Fan Shop,Europe,London,Reino Unido,13.99,0.07,49.98,-0.77,4,199.92,185.93,-142.6,Northern Europe,Inglaterra,CANCELED,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,1.0,1,213.9144,0.5404411764705882
DEBIT,1,93.6,359.98,1,Fishing,Martinez,EE. UU.,Consumer,CA,Fan Shop,Pacific Asia,Kawagoe,Japón,40.0,0.1,399.98,0.26,1,399.98,359.98,93.6,Eastern Asia,Saitama,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,First Class,1.0,0,439.97800000000007,0.5432692307692307
PAYMENT,4,6.17,123.49,1,Men's Footwear,Caguas,Puerto Rico,Home Office,PR,Apparel,Europe,Vilna,Lituania,6.5,0.05,129.99,0.05,1,129.99,123.49,6.17,Northern Europe,Vilna,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,0.25,1,136.48950000000002,0.5404411764705882
PAYMENT,4,47.62,113.38,1,Cleats,Caguas,Puerto Rico,Home Office,PR,Apparel,Europe,Vilna,Lituania,6.6,0.06,59.99,0.42,2,119.98,113.38,47.62,Northern Europe,Vilna,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,0.5,1,127.1788,0.5404411764705882
PAYMENT,4,74.69,149.38,1,Cleats,Caguas,Puerto Rico,Home Office,PR,Apparel,Europe,Vilna,Lituania,30.59,0.17,59.99,0.5,3,179.97,149.38,74.69,Northern Europe,Vilna,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,0.75,1,210.5649,0.5404411764705882
PAYMENT,4,-5.66,95.98,1,Shop By Sport,Caguas,Puerto Rico,Home Office,PR,Golf,Europe,Vilna,Lituania,23.99,0.2,39.99,-0.06,3,119.97,95.98,-5.66,Northern Europe,Vilna,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,0.75,1,143.964,0.5404411764705882
PAYMENT,4,0.0,247.5,1,Women's Apparel,Caguas,Puerto Rico,Home Office,PR,Golf,Europe,Vilna,Lituania,2.5,0.01,50.0,0.0,5,250.0,247.5,0.0,Northern Europe,Vilna,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,1.25,1,252.5,0.5404411764705882
CASH,0,64.22,189.99,0,Water Sports,Caguas,Puerto Rico,Home Office,PR,Fan Shop,USCA,Philadelphia,Estados Unidos,10.0,0.05,199.99,0.34,1,199.99,189.99,64.22,East of USA,Pensilvania,CLOSED,Pelican Sunstream 100 Kayak,199.99,Same Day,1.0,0,209.9895,0.5566160520607375
CASH,2,17.49,49.98,1,Indoor/Outdoor Games,Caguas,Puerto Rico,Home Office,PR,Fan Shop,LATAM,Juárez,México,0.0,0.0,49.98,0.35,1,49.98,49.98,17.49,Central America,Chihuahua,CLOSED,O'Brien Men's Neoprene Life Vest,49.98,Second Class,0.5,0,49.98,0.5475459581525
CASH,0,38.67,110.49,0,Men's Footwear,Caguas,Puerto Rico,Home Office,PR,Apparel,USCA,Philadelphia,Estados Unidos,19.5,0.15,129.99,0.35,1,129.99,110.49,38.67,East of USA,Pensilvania,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Same Day,1.0,0,149.4885,0.5566160520607375
CASH,0,-7.5,105.58,0,Cleats,Caguas,Puerto Rico,Home Office,PR,Apparel,USCA,Philadelphia,Estados Unidos,14.4,0.12,59.99,-0.07,2,119.98,105.58,-7.5,East of USA,Pensilvania,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,Same Day,2.0,0,134.37760000000003,0.5566160520607375
CASH,2,14.87,114.39,1,Men's Footwear,Caguas,Puerto Rico,Home Office,PR,Apparel,LATAM,Juárez,México,15.6,0.12,129.99,0.13,1,129.99,114.39,14.87,Central America,Chihuahua,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,0.5,0,145.58880000000002,0.5475459581525
CASH,2,23.61,49.19,1,Cleats,Caguas,Puerto Rico,Home Office,PR,Apparel,LATAM,Juárez,México,10.8,0.18,59.99,0.48,1,59.99,49.19,23.61,Central America,Chihuahua,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,Second Class,0.5,0,70.7882,0.5475459581525
CASH,2,87.99,351.96,1,Cardio Equipment,Caguas,Puerto Rico,Home Office,PR,Footwear,LATAM,Juárez,México,48.0,0.12,99.99,0.25,4,399.96,351.96,87.99,Central America,Chihuahua,CLOSED,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class,2.0,0,447.9552000000001,0.5475459581525
CASH,2,35.6,200.0,1,Women's Apparel,Caguas,Puerto Rico,Home Office,PR,Golf,LATAM,Juárez,México,0.0,0.0,50.0,0.18,4,200.0,200.0,35.6,Central America,Chihuahua,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class,2.0,0,200.0,0.5475459581525
CASH,4,-34.64,80.0,0,Women's Apparel,Caguas,Puerto Rico,Home Office,PR,Golf,Europe,Cologne,Alemania,20.0,0.2,50.0,-0.43,2,100.0,80.0,-34.64,Western Europe,Renania del Norte-Westfalia,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,0.5,1,120.0,0.5584861116234461
CASH,4,82.04,174.56,0,Electronics,Caguas,Puerto Rico,Home Office,PR,Footwear,Europe,Cologne,Alemania,5.4,0.03,44.99,0.47,4,179.96,174.56,82.04,Western Europe,Renania del Norte-Westfalia,CLOSED,Under Armour Men's Compression EV SL Slide,44.99,Standard Class,1.0,1,185.3588,0.5584861116234461
CASH,4,17.82,198.0,0,Women's Apparel,Caguas,Puerto Rico,Home Office,PR,Golf,Europe,Cologne,Alemania,2.0,0.01,50.0,0.09,4,200.0,198.0,17.82,Western Europe,Renania del Norte-Westfalia,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,1.0,1,202.0,0.5584861116234461
DEBIT,2,43.06,127.39,0,Men's Footwear,Caguas,Puerto Rico,Home Office,PR,Apparel,Europe,Naples,Italia,2.6,0.02,129.99,0.34,1,129.99,127.39,43.06,Southern Europe,Campania,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,0.5,0,132.58980000000005,0.5438447672569187
DEBIT,2,26.4,263.98,0,Camping & Hiking,Caguas,Puerto Rico,Home Office,PR,Fan Shop,Europe,Naples,Italia,36.0,0.12,299.98,0.1,1,299.98,263.98,26.4,Southern Europe,Campania,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class,0.5,0,335.97760000000005,0.5438447672569187
DEBIT,2,7.05,94.06,0,Electronics,Caguas,Puerto Rico,Home Office,PR,Outdoors,Europe,Naples,Italia,1.92,0.02,47.99,0.08,2,95.98,94.06,7.05,Southern Europe,Campania,COMPLETE,Titleist Pro V1x High Numbers Golf Balls,47.99,Second Class,1.0,0,97.8996,0.5438447672569187
DEBIT,4,35.81,123.49,0,Men's Footwear,Caguas,Puerto Rico,Home Office,PR,Apparel,LATAM,Matanzas,Cuba,6.5,0.05,129.99,0.29,1,129.99,123.49,35.81,Caribbean,Matanzas,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,0.25,1,136.48950000000002,0.5307766289973551
DEBIT,4,91.0,363.98,0,Fishing,Caguas,Puerto Rico,Home Office,PR,Fan Shop,LATAM,Matanzas,Cuba,36.0,0.09,399.98,0.25,1,399.98,363.98,91.0,Caribbean,Matanzas,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,0.25,1,435.9782000000001,0.5307766289973551
DEBIT,4,50.9,130.5,0,Women's Apparel,Caguas,Puerto Rico,Home Office,PR,Golf,LATAM,Matanzas,Cuba,19.5,0.13,50.0,0.39,3,150.0,130.5,50.9,Caribbean,Matanzas,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,0.75,1,169.49999999999997,0.5307766289973551
DEBIT,4,-24.62,143.98,1,Cleats,Caguas,Puerto Rico,Home Office,PR,Apparel,Pacific Asia,Devonport,Australia,35.99,0.2,59.99,-0.17,3,179.97,143.98,-24.62,Oceania,Tasmania,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,0.75,1,215.964,0.5402049664958612
